zipcode,luse1,luse2,luse3,luse4,luse5,luse6,hhsize2,income5,PREDICTED_size
58.0,6.439,6.47015,6.50785,6.53339,6.86091,6.44398,1,1.0,8236.649672931102
15.0,6.52662,6.47756,6.37763,6.41287,6.40873,6.25144,0,1.0,13291.547726504281
53.0,6.70615,6.7125,6.66513,6.75449,6.6783,6.4478,0,0.0,13653.670155509268
1.0,7.28673,7.40928,7.5172,7.69882,7.66227,7.36454,0,1.0,6984.320839053667
50.0,6.16493,6.20668,6.22051,6.16195,6.09928,6.0226,0,0.0,11357.002089084439
25.0,6.4768,6.39255,6.42698,6.63956,6.81976,6.32892,1,0.0,11483.340246811364
58.0,6.18822,6.33815,6.45911,6.4455,6.61334,6.36276,0,0.0,7058.053106379113
28.0,6.407,6.4515,6.7778,7.29351,7.27137,6.67409,0,0.0,2936.661419422796
1.0,7.03474,6.87002,6.95976,7.13885,7.22996,6.86582,1,0.0,10140.053288083855
28.0,6.68715,6.64932,6.57356,6.74119,6.90554,6.54086,0,1.0,12303.766677217065
1.0,7.08031,6.96495,7.20472,7.35348,7.40566,7.08577,0,0.0,8822.759159818313
15.0,6.42323,6.54416,6.19426,6.61593,6.60219,6.39145,0,0.0,16537.934702574494
53.0,6.56592,6.39589,6.49828,6.78212,6.8374,6.67675,0,0.0,12731.27282244746
28.0,7.03676,6.68101,6.62445,6.7611,6.83662,6.83535,1,0.0,11569.938769163844
60.0,7.14632,6.88783,6.81168,6.98785,7.1078,6.69656,1,1.0,6897.0874678631
57.0,6.35437,6.86623,6.66126,6.85852,7.14269,6.54064,0,0.0,9289.595054976158
49.0,4.79391,4.76688,5.24332,5.69771,6.20723,5.95987,0,0.0,4431.516643298667
42.0,5.99553,6.05053,5.97423,6.47417,6.68841,6.3172,0,0.0,13951.577576019286
15.0,6.83197,6.67097,6.64276,6.81527,6.99663,6.63373,0,0.0,15383.059181091186
49.0,5.31858,5.50337,5.70326,6.15211,6.17764,5.76071,0,0.0,5027.357101348946
42.0,5.47846,5.57523,5.62925,5.71399,5.72844,5.56964,1,0.0,12782.882952596872
57.0,5.81514,5.8359,6.12842,6.93844,7.02646,6.44912,0,0.0,4705.237912857401
54.0,6.34154,6.26619,6.18879,6.22142,6.4578,6.32974,1,0.0,13704.946828474718
28.0,6.78486,6.53707,6.50282,6.67436,6.83944,6.7447,1,1.0,4549.408815153057
15.0,5.91393,5.36436,5.29926,5.40245,5.75071,5.40442,0,0.0,17807.280593903906
49.0,5.94605,5.83421,6.03692,6.06423,6.35571,5.92928,0,0.0,8776.580653306231
49.0,5.83445,6.11901,6.19251,6.32818,6.37048,6.1258,0,0.0,7069.637003515498
28.0,7.1374,7.22969,7.21481,7.34301,7.32372,7.21219,1,0.0,9633.616516253594
52.0,6.34475,6.38916,6.38153,6.46042,6.70683,6.32146,0,0.0,11872.738584210025
57.0,6.99203,6.92213,6.68262,6.76627,6.86429,6.9768,1,0.0,11842.607620338104
60.0,7.1734,6.9127,6.97851,6.94658,6.93123,6.84387,0,0.0,14052.044460034795
28.0,6.15397,6.13001,6.31762,6.70141,6.77873,6.43321,0,0.0,7226.249355307921
42.0,5.65215,5.41564,5.30428,5.40257,5.38634,5.29509,1,0.0,14171.64604676103
25.0,6.571,6.51369,6.53464,6.52368,6.52992,6.29791,1,0.0,12542.095756403522
42.0,6.47994,6.76968,7.00533,7.11403,7.14936,6.75528,0,0.0,2912.0294717178967
58.0,6.22624,5.94569,5.89961,6.03919,6.23104,5.97764,0,0.0,15308.387468441399
54.0,6.56931,6.17853,5.9486,6.02188,6.0795,6.01827,1,0.0,15304.966613471503
60.0,5.57445,5.6039,5.303,5.41638,5.8893,5.376,1,1.0,3638.898782845976
28.0,6.3166,6.3155,6.40712,6.70615,6.77683,6.4953,0,0.0,9333.633540636458
54.0,7.60459,7.45052,7.39065,7.47094,7.47335,7.46374,1,0.0,10607.703275777585
75.0,6.7388,6.34054,6.21855,6.33209,6.44397,6.27207,0,0.0,16899.44570697633
49.0,6.3161,6.19834,6.36947,6.59763,6.5451,6.22194,0,0.0,8498.615776694889
57.0,6.37196,6.52628,6.65875,6.77171,6.84808,6.54249,0,0.0,7043.835685172868
42.0,6.91206,7.03296,7.26799,7.57319,7.68428,7.2944,0,0.0,5193.947669847434
49.0,6.7524,6.84961,6.98414,7.1178,7.08968,6.87093,0,0.0,7731.633027706418
28.0,6.86452,6.75444,6.79017,6.93739,7.04304,6.87454,1,0.0,11306.974912689077
57.0,6.54677,6.2617,6.22706,6.03162,6.24895,6.54548,1,1.0,4778.583982868532
58.0,6.04809,6.12423,6.24144,6.28822,6.4154,6.16807,0,0.0,8508.754612842404
53.0,5.19822,5.33272,5.35403,5.49187,5.68849,5.29847,1,1.0,11221.51875767799
59.0,6.89855,7.0462,7.10481,7.40356,7.58156,6.9716,0,1.0,7619.202406477845
28.0,5.7826,5.77438,5.61928,5.72669,5.90112,5.84504,0,1.0,7592.38473390302
57.0,6.17291,6.23352,6.15232,6.16505,6.51628,6.30412,0,0.0,14342.146240180442
59.0,5.81052,5.97814,5.85724,5.95177,6.18956,5.86506,0,0.0,15302.500909669467
54.0,5.82365,5.70112,5.72996,6.05212,6.48887,5.67289,0,0.0,14394.294575108224
1.0,5.97834,6.00668,5.89429,5.95706,5.96932,5.85807,1,0.0,14362.038722972018
28.0,6.99111,6.75217,6.73338,6.92172,6.98368,6.75309,0,0.0,16413.029885355427
1.0,6.11277,6.1454,6.29754,6.75977,6.87477,6.19045,0,0.0,7125.362489558036
53.0,6.36176,6.47697,6.61258,7.00442,7.09528,6.6695,0,0.0,6745.762679437099
1.0,5.85547,6.07089,6.27052,6.45491,6.52152,6.19687,0,0.0,4709.708471542205
54.0,5.55429,5.53523,5.47383,5.66888,5.82959,5.55815,0,0.0,14243.245378749943
49.0,5.62894,5.58609,5.7617,6.13931,6.18384,5.65188,0,0.0,7727.711886720185
15.0,5.6331,5.70137,5.79997,5.96973,6.11609,5.65977,1,0.0,12836.117998692289
53.0,5.28908,5.47437,5.51687,5.6156,5.7461,5.68053,0,0.0,9081.87291010841
53.0,6.07496,6.05253,6.10741,6.55847,6.75646,6.07371,0,0.0,9752.203276827919
28.0,5.6523,5.60346,5.55141,5.66607,5.83876,5.87248,0,0.0,15046.467980002228
59.0,5.75466,5.74006,5.81296,6.06579,6.1837,5.88565,0,1.0,10308.284520956688
42.0,7.02394,6.58688,6.67958,6.70726,6.62162,6.52495,0,0.0,16360.646448542977
28.0,6.8068,6.86711,6.98845,7.31649,7.28795,6.86763,0,0.0,8206.211428185099
54.0,6.42171,6.56606,6.66408,6.7815,6.91975,6.8013,1,1.0,13815.082506673012
52.0,5.64513,5.36003,5.29737,5.18485,5.49004,5.76641,0,1.0,13269.41149158466
28.0,6.35261,6.1032,6.16331,6.57508,6.88436,6.60131,1,1.0,7957.128470454279
54.0,6.55354,6.09869,5.80149,5.93735,6.20189,6.0922,1,0.0,15180.98026306379
49.0,6.71041,6.69144,6.65236,6.67797,6.73055,6.80467,0,0.0,14442.58192841749
54.0,5.97593,6.08374,6.24288,6.36625,6.45324,6.13582,0,0.0,6465.693378117034
50.0,6.04049,6.2119,6.21265,6.16063,6.37758,6.14035,0,0.0,10265.28928333325
2.0,6.406,6.26024,6.27677,6.39047,6.49685,6.47104,0,0.0,14310.814903009164
42.0,6.92918,7.02862,7.0838,7.25162,7.24487,7.05237,0,1.0,4981.153285536824
49.0,5.72195,5.67628,5.67846,5.83718,6.12041,6.03824,1,0.0,13467.435961734449
15.0,6.08269,6.09908,6.19139,6.35639,6.56252,6.10116,1,0.0,12442.85186922881
60.0,6.76492,6.80137,6.79301,6.87528,7.18369,6.78035,0,0.0,12919.560050600685
52.0,6.84087,6.73091,6.63565,6.93977,7.08191,6.03245,0,0.0,14976.256381198025
28.0,6.02424,6.01135,6.04155,6.49094,6.68203,6.36016,0,1.0,15596.302470123663
28.0,6.25543,6.33597,6.48174,6.73449,6.78423,6.47202,0,1.0,14951.770142156653
42.0,5.85134,5.8727,6.07928,6.42968,6.55637,6.19625,0,0.0,5919.992801861503
25.0,6.61361,6.53419,6.44834,6.52824,6.67911,6.38538,0,0.0,15503.085552882101
1.0,6.22036,6.19047,6.11505,6.34019,6.54048,6.27353,0,0.0,15691.410479254864
49.0,5.56962,5.67898,5.8705,6.31721,6.59821,6.09172,1,1.0,15753.089410727687
15.0,5.50915,5.5187,5.78557,5.99547,6.09753,5.70012,0,0.0,5071.106967194895
53.0,6.57888,6.64761,6.73445,6.89287,6.95589,6.67289,1,0.0,11690.376882551333
28.0,6.99175,6.86105,6.73446,6.83473,6.96342,6.84815,1,0.0,12088.978135713052
54.0,6.39313,6.39656,6.5281,6.65409,6.52893,6.3944,0,0.0,8235.826602483216
49.0,5.58248,5.69141,5.62124,5.9776,6.23655,5.83967,1,1.0,9018.220340551577
57.0,6.89666,7.00989,7.10041,7.13675,7.25028,6.8834,1,0.0,11058.831525726768
42.0,6.68944,6.85184,6.76772,6.83664,6.82899,6.63143,1,0.0,12311.072251419784
49.0,4.74384,4.75245,4.82288,4.84023,4.89444,4.76377,0,0.0,9881.907429042054
59.0,6.1482,6.48669,6.46593,6.51869,6.59232,6.53671,0,0.0,8394.021967235682
59.0,6.09252,6.15486,6.22244,6.51496,6.80282,6.64934,0,0.0,9387.813790653881
54.0,5.62762,5.66683,5.61115,5.71716,5.81888,5.73301,0,0.0,12781.924343421502
28.0,5.95326,6.04325,6.0832,6.4427,6.59908,6.25942,0,0.0,9658.16222148402
28.0,6.36825,6.49006,6.61392,6.77489,6.89648,6.54976,0,0.0,7362.223350835997
42.0,6.8432,6.79155,6.86099,6.979,7.05449,6.83326,1,0.0,11377.350803598143
58.0,6.54727,6.56269,6.49307,6.95895,7.2143,6.17565,0,0.0,13776.531619984224
15.0,5.1963,5.17634,5.25844,5.55692,5.70908,5.30109,0,0.0,9698.202481914099
28.0,5.57622,5.64776,5.81011,6.08466,6.17332,5.96572,0,0.0,6879.866587308703
54.0,5.26424,5.21372,5.35454,6.23381,6.08234,5.29274,0,0.0,4432.9225392194885
49.0,5.2836,5.21718,5.20878,5.4179,5.57221,5.28931,1,0.0,13614.127928379921
42.0,6.234,6.3964,6.38801,6.46693,6.39791,6.25214,1,0.0,12329.63010557993
2.0,5.89069,6.0055,6.11346,6.21749,6.14164,5.90277,1,0.0,11940.97705050719
49.0,5.88895,6.12348,5.96796,6.10321,6.41238,5.93319,0,0.0,12870.93963438504
57.0,5.31078,5.30548,5.49633,5.85885,6.06795,5.67671,0,0.0,7509.475521808897
54.0,6.13045,6.14386,6.07403,6.15356,6.40137,6.16757,0,0.0,14395.284802090931
1.0,4.77214,4.83151,5.25319,5.45586,5.648,5.0404,1,0.0,12605.158548394022
28.0,6.67775,6.68668,6.64031,6.81996,6.83837,6.49388,0,0.0,14282.561834997092
50.0,5.89423,6.31109,6.41918,6.59885,6.60673,6.27373,0,0.0,4977.24601410276
32.0,5.30424,5.29122,5.20225,5.40008,5.48959,5.17114,0,0.0,15122.021030582033
15.0,6.25866,6.32714,6.2669,6.347,6.40904,6.2653,1,0.0,13034.360595092523
25.0,6.74542,6.58389,6.56429,6.71009,6.77992,6.77182,0,0.0,14611.850376038841
49.0,5.96591,6.02361,6.02987,6.16656,6.47697,5.94913,0,0.0,12215.150513666966
42.0,5.74035,5.65071,5.65068,5.80041,5.85339,5.6743,0,0.0,13835.92400262361
49.0,6.07759,6.09078,5.9724,6.40835,6.60181,6.10429,0,0.0,14276.297629407447
49.0,6.11048,6.01454,5.96948,6.13567,6.38634,6.05895,1,0.0,13775.424797964595
28.0,6.75287,6.88305,6.95488,7.17957,7.23748,6.98896,1,0.0,11659.58782836796
42.0,5.66175,5.66893,5.65015,5.78926,5.85095,5.79316,1,0.0,13332.493338266822
15.0,6.87015,6.31772,6.37341,6.65368,6.89416,6.33931,0,0.0,16653.45543024098
49.0,6.1723,6.40847,6.56721,6.81336,6.85627,6.5209,0,0.0,4481.383071482587
53.0,5.8876,5.94526,5.88827,5.93651,5.8856,6.0692,0,0.0,13901.028205177045
49.0,5.7105,5.65491,5.53201,5.43584,5.58665,5.53331,1,0.0,14003.3354377807
42.0,6.66881,6.74662,6.90724,7.14715,7.16475,7.05568,0,0.0,6879.97186517324
15.0,6.38966,6.54812,6.71202,6.72934,6.71972,6.63815,0,0.0,6000.517358039574
15.0,4.55863,4.9859,5.25505,4.49626,4.06721,3.645,0,0.0,6083.156938530941
1.0,4.9512,5.43692,5.59379,5.77985,5.83723,5.59921,1,0.0,12568.942201581704
57.0,6.05302,6.03354,6.02563,6.15041,6.24036,6.02453,1,0.0,14009.079038397975
49.0,5.97438,5.90009,6.02207,6.36768,6.43508,6.06663,0,1.0,16212.437336059855
1.0,6.06291,5.9079,5.8067,5.88449,5.99688,5.78474,0,0.0,15591.04576487406
49.0,7.01258,7.11659,7.09293,7.38845,7.49566,6.8485,1,0.0,11863.828016701671
57.0,5.82393,5.72447,5.62107,5.68083,5.80936,5.59074,1,1.0,5701.7577863717615
15.0,5.25465,5.26305,5.47656,5.74569,5.64073,5.43842,0,1.0,13204.21390118447
53.0,6.39539,6.15172,6.44169,6.7362,6.85487,6.53482,0,0.0,7792.526009671579
54.0,5.2944,5.2804,5.32171,5.54703,5.86251,5.40532,0,0.0,10190.282044947506
28.0,5.29048,5.32323,5.57241,6.16823,6.40466,5.8645,0,0.0,4722.816030869333
53.0,5.77475,5.8317,5.88206,6.02688,6.05873,5.81338,0,0.0,10952.700167098452
53.0,6.09002,6.17299,6.30676,6.53507,6.37702,6.19592,0,0.0,7423.233923521693
54.0,5.62561,5.61136,5.59982,5.77182,5.99471,5.7449,0,0.0,12662.15174820735
15.0,5.6451,5.72031,5.90761,6.10105,6.01835,5.92635,0,0.0,6321.313423123124
49.0,6.7241,6.75324,6.68455,6.75394,6.78763,6.62275,0,0.0,13706.643236990654
1.0,6.56196,6.6154,6.71665,6.83838,7.01323,6.58212,0,0.0,8344.626437061968
42.0,6.45677,6.49521,6.73566,6.92428,6.56851,6.11091,1,0.0,11640.341175263247
42.0,5.42417,5.41559,5.19043,5.54646,5.90571,5.5616,0,0.0,16055.179843804544
49.0,7.21095,7.216,7.12336,7.21492,7.25301,6.92977,0,1.0,3671.8905671080656
49.0,6.32144,5.99978,6.22187,6.26808,6.40609,6.29772,1,0.0,13241.58420649367
53.0,6.5671,6.58077,6.65964,6.9477,7.04411,6.86508,0,0.0,9687.651914480582
60.0,6.1959,6.2348,6.2956,6.61508,6.75958,6.10333,0,0.0,9461.291887969273
58.0,5.58282,5.57446,6.00932,6.14058,6.44637,5.58926,1,0.0,14370.046451961958
57.0,6.48092,6.39611,6.39377,6.43681,6.57399,6.20528,0,0.0,14994.792690905884
59.0,6.32711,6.26112,6.18467,6.38556,6.43596,6.38609,1,0.0,13404.46349524423
54.0,6.32299,6.40128,6.32272,6.38078,6.54243,6.41594,0,0.0,13303.843551706315
54.0,4.98322,5.13707,5.10605,5.58136,5.88667,5.04534,1,0.0,12981.325095934371
1.0,6.32013,6.30176,6.553,6.93166,7.07805,6.48658,1,1.0,14711.935799867853
1.0,6.83991,6.83346,6.95749,7.12012,7.15275,6.78344,0,0.0,9886.636655856131
28.0,5.5347,5.4923,5.61855,6.12154,6.39667,5.81593,0,0.0,9056.964905764213
1.0,6.28166,6.31113,6.36626,6.80935,7.12039,6.47941,0,0.0,9758.997352368207
54.0,6.43183,6.48209,6.51532,6.71668,6.9189,6.29562,0,1.0,13391.991206681509
53.0,5.94578,5.78325,5.75079,5.85793,6.05834,5.75276,0,0.0,14870.948640020102
25.0,5.83086,5.8366,5.76813,5.84865,6.01077,5.96777,1,0.0,13764.83608247272
25.0,6.6191,6.68917,6.51102,6.84568,6.99977,6.52815,0,0.0,15107.91533003771
28.0,6.62852,6.70983,6.76724,6.97843,7.04473,6.83253,0,0.0,9201.48170388257
15.0,6.15183,6.32333,6.29229,6.36826,6.39649,6.23633,0,0.0,10578.15287681862
1.0,5.7276,5.68573,5.88893,6.4246,6.57801,5.83476,0,1.0,6298.7250381609865
49.0,5.33186,5.34817,5.35747,5.56743,5.8288,5.35987,0,0.0,10822.534890782876
53.0,6.0353,6.1066,6.23415,6.58324,6.57459,6.22622,0,0.0,7862.18674303047
59.0,6.95266,6.4064,6.23238,6.13888,6.27573,6.37509,0,0.0,15502.914202656906
49.0,5.54678,5.67012,5.75105,6.18981,6.19912,5.55261,0,0.0,8221.70801249792
28.0,6.3327,6.40668,6.5687,6.90415,6.78446,6.64855,0,0.0,6215.94991085672
28.0,5.38433,5.39255,5.42174,5.73635,5.89666,5.62939,1,0.0,13264.879444105
13.0,7.06613,6.70158,6.58702,6.61153,6.69351,6.65218,1,0.0,11648.822314875062
42.0,6.89601,6.95584,7.09063,7.29102,7.22519,7.1372,0,0.0,7601.364120301423
42.0,6.4306,6.5306,6.74181,6.93453,7.15278,6.84735,0,0.0,5616.597428866843
59.0,6.896,6.60781,6.60579,6.52914,6.63246,6.36965,0,0.0,15522.261374049984
42.0,6.75269,6.77702,6.75689,6.88202,7.09339,7.01185,0,0.0,13156.768792386427
42.0,6.46529,6.25084,6.02178,6.57579,6.66726,6.32775,0,0.0,15830.746750348899
54.0,5.28462,5.15819,5.13746,5.22245,5.27495,5.08751,0,0.0,14532.031194065012
60.0,6.50098,6.67954,6.87356,7.35062,7.31143,6.60643,0,0.0,5092.1989446816815
58.0,7.05721,6.88073,6.91246,7.24182,7.27423,7.03658,0,0.0,11913.750213408064
60.0,6.84942,6.378,6.36884,6.75119,6.97589,6.47719,1,0.0,11580.31607177978
42.0,6.70862,6.63243,6.77187,7.04043,7.11491,6.74993,1,0.0,11857.04257308367
28.0,6.83533,6.97585,7.03068,7.21635,7.35523,7.12501,0,0.0,9378.346275110742
54.0,5.89858,5.93817,5.95825,6.05055,6.16756,5.93645,0,0.0,10994.313174362034
22.0,6.35031,6.40572,6.51879,6.97903,7.15649,6.76597,0,0.0,7665.621445090582
57.0,5.92769,5.80844,6.02368,6.33336,6.75511,5.68728,0,1.0,13084.591327207047
57.0,7.11995,7.08146,7.13446,7.23425,7.14002,7.03032,0,0.0,11627.062286884391
42.0,6.52099,6.65276,7.05818,7.27648,7.39107,6.7991,0,0.0,1691.7068445432433
75.0,6.70121,6.64223,6.67569,6.8775,6.95806,6.68808,0,0.0,11534.936780694985
49.0,6.11728,6.0542,6.1281,6.24682,6.37864,6.06,0,1.0,11513.983261115636
49.0,5.00661,5.11634,5.22362,5.68773,6.00934,5.22699,0,0.0,6800.37081155811
1.0,5.87742,5.80136,5.88497,5.96432,6.15778,5.7801,1,0.0,13361.864049772319
28.0,6.10227,6.3456,6.24714,6.34359,6.49917,6.36883,0,0.0,12277.599828649763
54.0,6.22654,6.47669,6.49948,6.65561,6.78678,6.48831,0,0.0,8286.783778686451
28.0,5.74906,5.60832,5.56299,5.60453,5.63155,5.59282,0,0.0,14799.88354217869
1.0,5.79991,5.86344,5.96016,6.18107,6.36771,6.06947,0,0.0,8982.961255425573
42.0,5.45433,5.52073,5.61897,5.84042,5.9826,5.90445,0,0.0,9028.689230947526
54.0,5.9071,5.8716,6.04104,6.16345,6.19418,6.14442,1,0.0,12542.969262459577
57.0,5.29256,5.24051,5.14725,5.21372,5.33444,5.19415,1,0.0,14493.4939647489
54.0,5.3109,5.31411,5.22014,5.36914,5.49037,5.34156,1,0.0,13823.35242086929
28.0,5.79331,5.88931,6.0377,6.28715,6.36006,6.16526,0,0.0,7220.610287481395
42.0,6.05882,5.9136,5.96179,6.05561,6.1515,6.0668,0,0.0,13908.143108023343
42.0,6.23119,6.19137,6.32305,6.6905,6.79122,6.39216,0,0.0,8376.49836763583
15.0,5.57848,5.58738,5.58222,5.67779,5.75461,5.51338,0,0.0,11483.391738788987
1.0,6.76531,6.85579,6.89225,6.96783,7.09263,6.76707,0,0.0,10074.83597993494
28.0,5.77946,5.80074,6.29905,6.92321,6.99871,6.5854,0,0.0,2058.7597719245077
54.0,5.79526,5.94964,5.8632,5.7429,5.75638,5.83549,0,0.0,14150.883595674843
59.0,6.80594,5.99617,5.97477,5.9391,6.10476,5.99228,0,1.0,15867.92507870989
60.0,7.12239,6.82174,6.78873,6.77168,6.72368,6.65892,0,0.0,16491.4733204837
49.0,5.76533,5.81155,5.93025,6.34059,6.54825,5.7614,1,0.0,11741.683875412495
53.0,5.33932,5.39557,5.40867,5.67573,5.84814,5.52136,1,0.0,13179.574262906215
58.0,5.42472,5.44532,5.48908,5.88788,6.31702,5.50116,1,0.0,12934.067774673544
42.0,5.72639,5.75129,5.90205,6.0583,6.06819,5.82305,0,0.0,9062.38080226819
54.0,5.03338,5.37327,5.83136,6.2964,6.44413,6.00704,1,0.0,13267.041619470008
15.0,5.89934,6.07582,5.86903,6.28355,6.5195,5.97699,0,0.0,13731.373297210197
25.0,5.82107,6.00141,6.30472,6.61474,6.62004,6.22775,0,0.0,2917.558469521093
54.0,5.74345,5.7238,5.65181,5.84252,6.06367,5.72414,0,0.0,14980.12620740992
42.0,5.57882,4.99656,5.00378,5.20741,5.27214,5.06207,0,0.0,17096.57881960669
75.0,6.67316,6.70886,6.84612,7.0182,7.13952,6.78981,0,0.0,7985.875716347158
28.0,6.79258,6.75251,6.70813,6.75282,6.65804,6.49612,0,0.0,14588.607381112704
57.0,5.91288,6.00498,6.35651,6.36011,6.2446,5.99258,1,0.0,11523.76201777277
60.0,6.21941,6.08912,6.0717,5.97755,6.07558,5.86165,0,0.0,14953.67838257975
49.0,6.279,6.42097,6.48519,6.80584,6.90279,6.58306,0,0.0,8647.934568481192
28.0,5.101,6.26343,6.61536,6.85075,6.99852,6.79395,0,0.0,1386.2043562474719
49.0,6.19257,6.20131,6.15439,6.35328,6.55414,6.12799,1,0.0,13214.900137543955
49.0,5.59122,5.63059,5.55092,5.85183,6.07238,5.60148,1,0.0,13328.300594289412
57.0,5.68,5.47065,5.45419,5.61312,5.72392,5.56217,1,0.0,13840.229663927897
25.0,6.39812,6.48303,6.49426,6.56886,6.74761,6.72591,0,0.0,10999.048954911877
2.0,5.87114,5.86363,5.81796,6.03232,5.87725,5.80431,1,1.0,7811.976634361261
25.0,6.05209,6.01752,6.11482,6.51161,6.77447,6.32662,1,0.0,12597.549065124289
1.0,5.86031,5.60886,5.47303,5.5494,5.70768,5.48343,1,0.0,14965.045753438251
42.0,5.25236,5.48403,5.71063,6.01646,6.12574,5.63683,1,0.0,12425.173628754606
42.0,5.53587,5.53321,5.49915,5.78735,5.98402,5.75348,1,0.0,13355.499089549776
42.0,6.21442,6.20525,6.24064,6.73842,6.82501,6.39917,1,0.0,8843.66858236811
50.0,7.02031,6.12574,5.52491,5.99165,6.22359,6.07871,0,0.0,18337.630823237276
1.0,7.37394,6.7869,6.3372,6.40379,6.61362,6.57178,0,0.0,18197.36437156379
57.0,5.98383,6.04011,6.04272,6.26383,6.47227,6.09562,1,0.0,13574.279527336974
1.0,6.63353,6.74766,6.93616,7.24419,7.30349,6.83162,0,0.0,5911.615014655904
42.0,6.44578,6.37137,6.43738,6.48002,6.25623,5.96807,0,0.0,13427.383458181108
1.0,6.73615,6.96822,7.10775,7.2805,7.37955,7.05124,0,0.0,5717.7556580447645
48.0,6.0206,6.03719,5.82173,5.52223,5.27811,5.80834,0,0.0,15651.798304332615
28.0,6.23544,6.29619,6.26122,6.34265,6.4361,6.38257,0,0.0,12662.27859680664
1.0,5.67543,5.71395,5.86954,6.37394,6.50357,5.98782,1,0.0,10516.630594091508
42.0,6.79842,6.93167,6.81304,7.0752,7.24976,6.93224,0,0.0,12615.84728059104
15.0,5.87576,5.90442,6.12618,6.37415,6.5124,6.00132,0,0.0,5468.294667893213
42.0,6.08301,5.98694,6.02906,6.23272,6.30055,6.01086,0,0.0,12815.766702406549
60.0,7.11272,6.37138,6.14041,6.25158,6.38641,6.25322,0,0.0,15816.064472083095
15.0,6.96702,7.00907,7.07938,7.33301,7.30622,7.02718,0,0.0,10444.718672912744
49.0,6.07409,5.9249,5.95874,6.15811,6.33807,6.1456,0,0.0,14000.100606710273
42.0,6.86458,7.33864,7.24657,7.07519,7.26518,6.99998,0,0.0,8716.576325727885
15.0,6.97945,6.40237,6.3684,6.59127,6.57214,6.30699,1,0.0,12008.431189260218
28.0,5.11956,5.06347,5.10155,5.48918,5.5469,5.16798,1,0.0,13152.16011933845
54.0,5.96031,6.02761,6.11766,6.29064,6.46838,5.87313,1,0.0,12068.798438033728
54.0,5.59099,5.69216,5.75493,5.87175,5.89584,5.72874,1,0.0,12724.813475130515
28.0,5.49834,5.45629,5.40756,5.55978,5.71302,5.55637,1,0.0,13630.662745359898
57.0,5.73674,5.61547,5.62905,6.02744,6.39586,5.68182,0,0.0,14526.416612145957
49.0,6.85939,6.61352,6.52852,6.69182,6.74321,6.73114,1,0.0,11280.419440742442
58.0,6.1196,6.23439,6.35253,6.47735,6.61196,6.32248,0,0.0,7330.955563680904
1.0,6.64058,6.01045,5.7062,6.05551,6.30439,5.82695,0,0.0,17525.471000323174
52.0,5.89147,5.91936,5.97075,6.06953,6.17767,5.8597,0,0.0,10718.234123507667
58.0,4.93356,4.86621,4.98108,5.15163,5.40757,4.8276,1,0.0,13086.373060010003
1.0,4.63796,4.4743,4.50545,4.70026,5.0702,4.93482,0,0.0,12420.130531267714
15.0,6.84122,6.78379,6.80426,6.90642,7.06469,6.67893,1,0.0,11392.108498436288
49.0,6.29305,6.07532,5.92554,6.17733,6.13531,5.95396,1,0.0,14084.715683323131
1.0,4.62117,4.71373,4.70641,4.73997,4.73165,4.69487,0,0.0,12311.478807992016
1.0,6.40913,6.43358,6.31961,6.45397,6.64644,6.25635,1,0.0,13304.236690959775
49.0,5.83588,6.2711,6.36186,6.57435,6.6759,6.30921,1,0.0,12626.048665439834
15.0,5.8151,5.60559,5.52383,5.70026,5.8272,5.46174,0,0.0,15592.990327377278
25.0,6.10505,5.97158,5.8801,5.94744,6.22018,6.18305,1,0.0,14462.200124993062
42.0,6.18463,6.3356,6.56392,6.70241,6.73133,6.47859,1,0.0,11783.947075038475
28.0,6.9297,7.03307,7.26113,7.58942,7.69877,7.37442,0,0.0,5217.10313656411
53.0,6.07986,6.00265,6.09157,6.34818,6.40292,6.10792,0,0.0,9877.413497673258
28.0,6.08013,6.02324,6.04507,6.24244,6.38702,6.09672,0,0.0,12855.118183814036
42.0,6.70421,7.04123,7.19877,7.31062,7.30595,6.9982,0,0.0,4536.952908024607
49.0,6.76953,6.86712,6.74775,6.89103,7.03617,6.61756,0,0.0,14389.761725849414
54.0,6.09973,6.16735,6.13061,6.32852,6.63289,6.22085,0,0.0,12148.767682584561
28.0,6.35167,6.31754,6.27013,6.36211,6.48445,6.19601,0,0.0,14132.133597303447
28.0,7.03267,7.00568,6.99057,7.08519,7.19129,7.07582,1,0.0,10465.246476862532
57.0,6.21378,6.09264,6.19599,6.47498,6.70761,6.11597,0,0.0,10004.738146764366
52.0,5.60633,5.62874,5.65632,5.76111,5.76834,5.65025,0,1.0,13587.69877078782
53.0,6.11288,6.06014,6.04902,6.16657,6.29268,6.23303,0,0.0,14037.204816915535
42.0,5.61184,5.58514,5.47988,5.77397,5.90727,5.64397,0,1.0,13697.592963094346
57.0,6.44973,6.58953,6.7908,7.00766,7.10639,6.77025,0,0.0,5395.2611948611175
50.0,4.83858,4.47378,4.13216,3.94726,4.07892,4.61767,0,0.0,18122.00313751127
53.0,6.06893,5.87896,5.83949,6.11746,6.13528,5.96755,1,0.0,14049.574405466097
1.0,6.13656,6.27988,6.34904,6.50821,6.54247,6.18436,0,0.0,8634.895689379799
1.0,6.86194,7.01894,7.50117,7.91268,8.06825,7.52284,0,0.0,2902.331940887384
